timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2011-01-01T00:00:00.000Z";"2011-01-01T23:59:59.999Z";"2011-01-01T11:48:00.000Z";"2011-01-01T01:06:00.000Z";"2781";0.29992893;0.32233307;0.26850206;0.3;2810.26;1508662.5;"2011-01-01T23:59:59.999Z"
"2010-12-31T00:00:00.000Z";"2010-12-31T23:59:59.999Z";"2010-12-31T21:01:00.000Z";"2010-12-31T04:45:00.000Z";"2781";0.29990545;0.32563476;0.25919374;0.3;1454.4;1505962.5;"2010-12-31T23:59:59.999Z"
"2010-12-30T00:00:00.000Z";"2010-12-30T23:59:59.999Z";"2010-12-30T13:00:00.000Z";"2010-12-30T00:28:00.000Z";"2781";0.29557189;0.36340767;0.29260444;0.3;2540.24;1503526.88;"2010-12-30T23:59:59.999Z"
"2010-12-29T00:00:00.000Z";"2010-12-29T23:59:59.999Z";"2010-12-29T11:45:00.000Z";"2010-12-29T00:00:00.000Z";"2781";0.27425745;0.36445525;0.27425745;0.29506361;18545.83;1476299.14;"2010-12-29T23:59:59.999Z"
"2010-12-28T00:00:00.000Z";"2010-12-28T23:59:59.999Z";"2010-12-28T01:45:00.000Z";"2010-12-28T00:00:00.000Z";"2781";0.27020572;0.34630866;0.27020572;0.27404114;15491.2;1368856.05;"2010-12-28T23:59:59.999Z"
"2010-12-27T00:00:00.000Z";"2010-12-27T23:59:59.999Z";"2010-12-27T19:43:00.000Z";"2010-12-27T01:26:00.000Z";"2781";0.26037419;0.29789821;0.23250033;0.26933414;4941.16;1343068.36;"2010-12-27T23:59:59.999Z"
"2010-12-26T00:00:00.000Z";"2010-12-26T23:59:59.999Z";"2010-12-26T18:42:00.000Z";"2010-12-26T02:32:00.000Z";"2781";0.24997348;0.28708659;0.21460135;0.26062894;16547.37;1297495.57;"2010-12-26T23:59:59.999Z"
"2010-12-25T00:00:00.000Z";"2010-12-25T23:59:59.999Z";"2010-12-25T00:34:00.000Z";"2010-12-25T03:50:00.000Z";"2781";0.24874559;0.2596144;0.22025557;0.24998617;701.8;1242700.01;"2010-12-25T23:59:59.999Z"
"2010-12-24T00:00:00.000Z";"2010-12-24T23:59:59.999Z";"2010-12-24T20:55:00.000Z";"2010-12-24T01:09:00.000Z";"2781";0.25281543;0.27253551;0.21804031;0.24874725;5041.31;1234451.76;"2010-12-24T23:59:59.999Z"
"2010-12-23T00:00:00.000Z";"2010-12-23T23:59:59.999Z";"2010-12-23T00:31:00.000Z";"2010-12-23T08:04:00.000Z";"2781";0.2683622;0.27412425;0.21092628;0.2530123;8641.57;1253745.53;"2010-12-23T23:59:59.999Z"
"2010-12-22T00:00:00.000Z";"2010-12-22T23:59:59.999Z";"2010-12-22T01:30:00.000Z";"2010-12-22T00:21:00.000Z";"2781";0.267489;0.303911;0.25228194;0.26837131;3771.71;1327907.96;"2010-12-22T23:59:59.999Z"
"2010-12-21T00:00:00.000Z";"2010-12-21T23:59:59.999Z";"2010-12-21T19:23:00.000Z";"2010-12-21T05:36:00.000Z";"2781";0.26518131;0.30390187;0.24115804;0.26736488;9250.15;1320739.62;"2010-12-21T23:59:59.999Z"
"2010-12-20T00:00:00.000Z";"2010-12-20T23:59:59.999Z";"2010-12-20T01:21:00.000Z";"2010-12-20T07:36:00.000Z";"2781";0.24440116;0.28560785;0.22881201;0.26522225;10689.66;1307645.16;"2010-12-20T23:59:59.999Z"
"2010-12-19T00:00:00.000Z";"2010-12-19T23:59:59.999Z";"2010-12-19T01:30:00.000Z";"2010-12-19T16:58:00.000Z";"2781";0.24349137;0.28627871;0.2185571;0.24422572;2005.42;1202182.79;"2010-12-19T23:59:59.999Z"
"2010-12-18T00:00:00.000Z";"2010-12-18T23:59:59.999Z";"2010-12-18T11:27:00.000Z";"2010-12-18T02:32:00.000Z";"2781";0.24552352;0.26317882;0.21613598;0.24340233;168.62;1195890.42;"2010-12-18T23:59:59.999Z"
"2010-12-17T00:00:00.000Z";"2010-12-17T23:59:59.999Z";"2010-12-17T17:23:00.000Z";"2010-12-17T02:42:00.000Z";"2781";0.24995453;0.26329725;0.22573095;0.24553209;528.06;1204377.87;"2010-12-17T23:59:59.999Z"
"2010-12-16T00:00:00.000Z";"2010-12-16T23:59:59.999Z";"2010-12-16T08:21:00.000Z";"2010-12-16T00:00:00.000Z";"2781";0.23706696;0.31157078;0.23706696;0.25;14336.81;1224204.17;"2010-12-16T23:59:59.999Z"
